0,1
19.23033559,78.79404746
19.33310741,78.83268519
19.02488261,79.56633043
19.7448,79.61271667
19.50977838,79.84073243
19.61842222,79.84998611
19.35535217,80.05058261
19.4287,80.20232692
18.57176667,80.22516667
19.19393696,80.29953696
19.27326182,80.33873455
19.54152424,80.36163939
18.95887949,80.38477436
18.70734375,80.43635
19.08680566,80.44105283
19.74525714,80.4802381
18.8910913,80.62897826
19.87625,80.766375
19.6814,80.86808214
19.58326032,80.88859206
19.50594154,80.94457231
19.3680913,81.03210435
19.29315526,81.04707237
19.23462203,81.07196949
19.18721176,81.10325588
19.43970526,81.29541842
19.74929231,82.15163846
19.24470667,82.30551333
19.58698148,82.35155926
19.0275913,82.49413043
19.17261563,82.99549375
19.41473214,83.0403
18.91542286,83.09705429
19.66049512,83.1306
19.50829792,83.17739375
19.324975,83.19982917
19.23213043,83.21414348
19.58669836,83.23563607
19.82465,83.52415
19.04951389,83.73174722
19.45337769,83.90894077
18.74066957,83.91723478
19.50880423,83.92526549
19.56369638,83.97876014
19.26124275,83.99136336
