




latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
24.523000000000003,92.6788,330.6,1.2,1.1,3/24/2016,721,Aqua,MODIS,82,6.2,301.7,28.4,D,0,3
24.5417,92.9343,333.0,1.2,1.1,4/12/2011,721,Aqua,MODIS,83,6.2,304.7,29.7,D,0,4
24.547,94.3353,338.3,2.5,1.5,4/14/2009,636,Aqua,MODIS,88,6.2,300.9,131.9,D,0,4
24.5496,93.6235,329.8,1.0,1.0,3/19/2010,704,Aqua,MODIS,72,6.2,301.7,21.4,D,0,3
24.5533,94.3286,317.9,1.1,1.0,4/16/2014,435,Terra,MODIS,53,6.2,306.0,8.4,D,0,4
24.5535,94.3488,337.0,1.2,1.1,4/15/2009,719,Aqua,MODIS,86,6.2,302.1,39.0,D,0,4
24.5544,77.0821,306.7,1.1,1.0,2/11/2015,543,Terra,MODIS,51,6.2,293.9,5.9,D,0,2
24.5545,94.3612,355.8,2.5,1.5,5/3/2010,633,Aqua,MODIS,98,6.2,296.5,264.2,D,0,5
24.555,83.1375,327.5,2.3,1.5,3/29/2018,817,Aqua,MODIS,59,6.2,314.3,23.6,D,0,3
24.5558,94.3267,319.6,1.0,1.0,4/15/2014,703,Aqua,MODIS,54,6.2,304.9,7.7,D,0,4
24.5559,93.2384,348.5,2.1,1.4,5/9/2016,733,Aqua,MODIS,94,6.2,298.6,147.8,D,0,5
24.5562,93.9353,313.2,2.3,1.5,2/13/2014,733,Aqua,MODIS,67,6.2,297.0,28.1,D,0,2
24.5593,94.3301,314.2,4.2,1.9,3/18/2016,620,Aqua,MODIS,68,6.2,296.9,69.5,D,0,3
24.5596,75.4138,343.8,1.0,1.0,5/20/2017,822,Aqua,MODIS,85,6.2,321.5,19.8,D,0,5
24.5605,94.3323,323.2,2.5,1.5,4/14/2009,636,Aqua,MODIS,75,6.2,300.4,56.5,D,0,4
24.5627,94.3316,344.6,3.2,1.7,4/3/2012,739,Aqua,MODIS,92,6.2,302.8,240.8,D,0,4
24.5643,94.4107,407.3,2.5,1.5,5/3/2010,633,Aqua,MODIS,100,6.2,300.7,1114.2,D,0,5
24.5646,94.3582,352.1,1.2,1.1,4/15/2009,719,Aqua,MODIS,96,6.2,301.9,77.5,D,0,4
24.5649,81.8509,329.0,1.1,1.0,3/26/2018,746,Aqua,MODIS,63,6.2,316.6,9.6,D,0,3
24.5669,82.9307,333.0,1.0,1.0,5/12/2014,513,Terra,MODIS,63,6.2,315.9,8.4,D,0,5
24.5679,93.5044,346.4,1.7,1.3,3/17/2011,644,Aqua,MODIS,94,6.2,296.6,114.8,D,0,3
24.5685,94.3104,348.4,1.2,1.1,4/15/2009,719,Aqua,MODIS,94,6.2,302.6,65.3,D,0,4
24.5687,93.939,305.1,1.2,1.1,1/7/2014,715,Aqua,MODIS,57,6.2,292.9,5.3,D,0,1
24.57,94.3223,381.7,1.2,1.1,4/15/2009,719,Aqua,MODIS,100,6.2,303.8,197.5,D,0,4
24.5702,79.937,321.6,2.9,1.6,3/2/2018,835,Aqua,MODIS,59,6.2,305.3,37.9,D,0,3
24.5711,94.3165,372.9,1.2,1.1,4/15/2009,719,Aqua,MODIS,100,6.2,305.2,154.3,D,0,4
24.5724,94.4267,346.5,1.9,1.3,4/13/2009,731,Aqua,MODIS,93,6.2,304.7,117.5,D,0,4
24.5725,85.8655,328.6,1.0,1.0,3/29/2018,507,Terra,MODIS,64,6.2,316.6,8.9,D,0,3
24.5734,94.4142,318.3,4.1,1.9,3/18/2016,620,Aqua,MODIS,52,6.2,296.5,76.7,D,0,3
24.5739,94.4,359.3,1.9,1.3,4/13/2009,731,Aqua,MODIS,99,6.2,305.7,193.7,D,0,4
24.5742,94.114,316.6,1.4,1.2,3/5/2009,725,Aqua,MODIS,66,6.2,299.0,10.5,D,0,3
24.5743,94.3128,323.7,1.3,1.1,4/23/2014,441,Terra,MODIS,70,6.2,305.1,18.3,D,0,4
24.5754,94.2734,319.6,1.0,1.0,4/15/2014,703,Aqua,MODIS,41,6.2,303.4,8.1,D,0,4
24.5757,94.3619,319.1,1.0,1.0,3/28/2019,702,Aqua,MODIS,69,6.3,298.9,10.0,D,0,3
24.5759,94.4201,373.2,1.9,1.3,4/13/2009,731,Aqua,MODIS,100,6.2,306.1,304.9,D,0,4
24.5767,94.3535,345.2,3.2,1.7,4/3/2012,739,Aqua,MODIS,92,6.2,302.1,246.2,D,0,4
