






latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
30.4409,74.7812,327.8,1.1,1.0,10/29/2012,823,Aqua,MODIS,80,6.2,301.6,19.4,D,0,10
30.4421,74.0192,318.4,3.6,1.8,11/6/2011,900,Aqua,MODIS,48,6.2,297.8,54.3,D,0,11
30.4432,74.2421,320.4,1.0,1.0,11/13/2014,818,Aqua,MODIS,70,6.2,300.2,11.1,D,0,11
30.4438,74.1271,317.0,1.1,1.0,11/8/2009,814,Aqua,MODIS,39,6.2,295.3,9.9,D,0,11
30.4445,76.3891,315.3,1.0,1.0,10/19/2016,805,Aqua,MODIS,40,6.2,304.1,4.8,D,0,10
30.4477,74.9064,314.4,2.5,1.5,11/5/2010,849,Aqua,MODIS,59,6.2,302.1,20.1,D,0,11
30.4483,74.9086,343.8,1.1,1.1,10/22/2011,805,Aqua,MODIS,92,6.2,303.0,51.1,D,0,10
30.4485,74.3932,331.4,1.3,1.1,4/30/2016,607,Terra,MODIS,66,6.2,319.1,11.3,D,0,4
30.4487,75.9554,325.0,1.2,1.1,11/10/2009,802,Aqua,MODIS,80,6.2,302.2,20.8,D,0,11
30.4493,75.6468,322.7,1.2,1.1,10/27/2011,823,Aqua,MODIS,74,6.2,303.6,13.6,D,0,10
30.4495,74.3145,331.2,1.8,1.3,5/4/2015,843,Aqua,MODIS,68,6.2,318.2,18.5,D,0,5
30.4498,74.9605,317.5,1.0,1.0,10/14/2009,821,Aqua,MODIS,30,6.2,301.9,5.8,D,0,10
30.45,75.7054,342.3,1.0,1.0,11/2/2010,818,Aqua,MODIS,91,6.2,303.9,38.9,D,0,11
30.4508,75.8738,329.6,1.1,1.0,11/7/2011,805,Aqua,MODIS,81,6.2,308.3,18.6,D,0,11
30.4508,74.7072,313.2,1.0,1.0,10/25/2016,554,Terra,MODIS,54,6.2,301.7,5.4,D,0,10
30.4509,75.1516,321.9,1.0,1.0,11/30/2017,811,Aqua,MODIS,76,6.2,302.4,14.4,D,0,11
30.4509,74.8411,328.0,1.1,1.0,11/4/2013,541,Terra,MODIS,80,6.2,303.2,19.7,D,0,11
30.4511,75.1057,321.6,1.1,1.1,11/15/2014,806,Aqua,MODIS,72,6.2,304.2,12.3,D,0,11
30.4519,74.7508,315.3,1.4,1.2,10/20/2009,606,Terra,MODIS,61,6.2,302.0,9.7,D,0,10
30.4523,74.5863,311.9,1.8,1.3,11/1/2014,754,Aqua,MODIS,41,6.2,299.8,10.4,D,0,11
30.4532,75.2086,320.6,1.0,1.0,11/21/2017,818,Aqua,MODIS,68,6.2,296.2,13.2,D,0,11
30.4532,75.4336,309.9,1.0,1.0,11/10/2015,542,Terra,MODIS,54,6.2,295.2,4.4,D,0,11
30.4542,75.7373,336.1,1.0,1.0,11/2/2010,818,Aqua,MODIS,86,6.2,305.2,29.1,D,0,11
