






latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
30.3435,77.4059,344.1,1.0,1.0,4/26/2016,806,Aqua,MODIS,88,6.2,316.1,32.4,D,0,4
30.3472,75.3825,325.7,1.0,1.0,10/31/2015,818,Aqua,MODIS,47,6.2,302.0,14.8,D,0,10
30.3475,76.1285,315.0,1.1,1.0,11/16/2015,817,Aqua,MODIS,50,6.2,304.1,5.3,D,0,11
30.3478,74.4527,315.1,1.0,1.0,10/27/2017,824,Aqua,MODIS,57,6.2,301.8,7.6,D,0,10
30.3479,74.7205,327.5,1.6,1.2,5/3/2009,530,Terra,MODIS,69,6.2,308.1,14.1,D,0,5
30.3487,75.7736,318.8,1.5,1.2,11/1/2014,754,Aqua,MODIS,35,6.2,301.3,14.9,D,0,11
30.3492,75.6435,318.8,1.0,1.0,11/2/2010,818,Aqua,MODIS,33,6.2,302.6,6.9,D,0,11
30.3494,74.9361,318.7,1.0,1.0,11/3/2013,812,Aqua,MODIS,65,6.2,304.9,8.5,D,0,11
30.35,75.3811,326.7,1.0,1.0,11/6/2014,812,Aqua,MODIS,77,6.2,300.8,15.7,D,0,11
30.3504,74.4752,316.7,1.0,1.0,11/7/2012,817,Aqua,MODIS,63,6.2,302.4,7.8,D,0,11
30.3511,78.8739,329.4,1.2,1.1,6/13/2019,811,Aqua,MODIS,74,6.3,301.9,23.1,D,0,6
30.3513,78.0895,335.7,1.4,1.2,4/5/2010,749,Aqua,MODIS,86,6.2,311.8,36.6,D,0,4
30.352,75.0223,324.3,1.3,1.1,5/5/2016,800,Aqua,MODIS,64,6.2,300.4,12.1,D,0,5
30.3529,75.0305,313.6,1.8,1.3,10/25/2014,613,Terra,MODIS,61,6.2,299.3,12.2,D,0,10
30.3536,75.0056,323.0,1.0,1.0,11/2/2016,817,Aqua,MODIS,54,6.2,300.5,13.5,D,0,11
30.3545,75.9875,323.3,1.0,1.0,11/5/2011,817,Aqua,MODIS,75,6.2,302.1,13.3,D,0,11
30.3553,77.3153,301.7,2.3,1.5,2/19/2014,837,Aqua,MODIS,47,6.2,291.6,9.6,D,0,2
30.3564,74.9085,318.0,1.0,1.0,11/21/2017,818,Aqua,MODIS,72,6.2,296.7,12.1,D,0,11
30.3564,75.3865,323.8,1.1,1.0,10/22/2011,805,Aqua,MODIS,75,6.2,300.3,17.2,D,0,10
30.3571,75.3447,332.1,1.0,1.0,11/10/2013,818,Aqua,MODIS,84,6.2,302.7,23.5,D,0,11
30.3582,75.4582,319.7,2.7,1.6,10/28/2013,848,Aqua,MODIS,73,6.2,298.5,46.9,D,0,10
30.3586,78.2427,307.4,1.0,1.0,5/30/2012,1659,Terra,MODIS,71,6.2,294.6,6.9,N,0,5
30.3598,78.8873,326.5,1.8,1.3,3/20/2018,824,Aqua,MODIS,79,6.2,300.1,41.6,D,0,3
30.36,74.4211,329.9,1.0,1.0,5/5/2011,554,Terra,MODIS,65,6.2,308.8,9.1,D,0,5
30.3606,74.0437,314.4,2.0,1.4,11/20/2015,753,Aqua,MODIS,20,6.2,302.6,12.3,D,0,11
30.3614,74.7969,334.6,1.0,1.0,5/13/2011,818,Aqua,MODIS,69,6.2,316.0,10.0,D,0,5
30.3615,74.7889,313.1,1.2,1.1,10/24/2012,805,Aqua,MODIS,57,6.2,299.1,7.0,D,0,10
30.3618,76.3102,318.9,1.9,1.3,11/12/2012,835,Aqua,MODIS,73,6.2,303.1,21.3,D,0,11
30.3624,78.6271,343.2,1.2,1.1,6/1/2012,547,Terra,MODIS,91,6.2,307.4,50.5,D,0,6
30.3626,75.2729,327.3,1.0,1.0,11/3/2013,812,Aqua,MODIS,78,6.2,302.3,16.4,D,0,11
30.3627,76.9364,313.8,1.0,1.0,10/28/2013,535,Terra,MODIS,64,6.2,301.7,6.1,D,0,10
30.3627,74.5006,316.3,1.5,1.2,11/7/2010,836,Aqua,MODIS,27,6.2,301.4,10.8,D,0,11
30.363000000000003,76.3473,309.9,4.4,1.9,11/1/2009,630,Terra,MODIS,38,6.2,297.0,36.1,D,0,11
30.3631,76.5955,312.9,1.1,1.0,10/14/2009,821,Aqua,MODIS,57,6.2,301.6,5.7,D,0,10
30.3633,74.122,351.2,1.7,1.3,11/3/2012,842,Aqua,MODIS,96,6.2,302.3,126.7,D,0,11
30.3636,76.6515,323.2,1.3,1.1,10/29/2013,753,Aqua,MODIS,62,6.2,302.8,17.7,D,0,10
30.3641,80.1709,315.5,1.0,1.0,11/6/2016,753,Aqua,MODIS,57,6.2,288.1,12.7,D,0,11
30.3641,78.7634,324.9,1.0,1.0,5/26/2012,759,Aqua,MODIS,54,6.2,308.1,10.0,D,0,5
30.3642,74.726,315.3,1.1,1.0,10/16/2013,824,Aqua,MODIS,30,6.2,302.4,4.8,D,0,10
30.3644,77.117,315.5,1.1,1.1,10/20/2017,817,Aqua,MODIS,62,6.2,303.7,6.9,D,0,10
30.3648,75.9751,312.5,1.8,1.3,11/5/2018,747,Aqua,MODIS,40,6.2,298.1,11.6,D,0,11
30.3652,74.2905,327.8,1.0,1.0,5/8/2009,549,Terra,MODIS,63,6.2,303.8,8.5,D,0,5
30.3655,74.6564,317.2,1.0,1.0,10/17/2016,817,Aqua,MODIS,30,6.2,305.5,5.9,D,0,10
30.3656,76.2665,317.1,1.1,1.0,11/8/2018,818,Aqua,MODIS,53,6.2,301.5,7.1,D,0,11
30.366,75.2507,315.5,1.0,1.0,10/31/2015,818,Aqua,MODIS,56,6.2,300.6,6.8,D,0,10
30.3661,76.1948,310.9,1.8,1.3,10/19/2012,747,Aqua,MODIS,54,6.2,300.0,9.9,D,0,10
30.3662,74.5507,323.0,1.0,1.0,11/2/2013,554,Terra,MODIS,76,6.2,299.5,15.2,D,0,11
30.3664,74.392,314.9,1.0,1.0,11/8/2018,818,Aqua,MODIS,24,6.2,299.4,5.2,D,0,11
30.3664,74.3614,309.7,2.6,1.5,10/31/2011,624,Terra,MODIS,39,6.2,299.0,18.0,D,0,10
30.3668,74.4918,332.1,1.3,1.1,10/29/2018,607,Terra,MODIS,85,6.2,291.8,41.7,D,0,10
30.367,75.317,325.8,1.1,1.1,11/9/2016,823,Aqua,MODIS,53,6.2,307.2,14.4,D,0,11
30.3672,75.7434,332.0,1.7,1.3,4/29/2016,524,Terra,MODIS,71,6.2,316.5,21.5,D,0,4
30.3673,74.7216,318.9,1.1,1.1,10/13/2009,600,Terra,MODIS,67,6.2,305.1,8.9,D,0,10
30.3674,75.708,320.8,1.5,1.2,11/6/2010,754,Aqua,MODIS,50,6.2,304.6,15.0,D,0,11
30.3677,76.0747,333.1,1.0,1.0,6/4/2010,813,Aqua,MODIS,68,6.2,310.5,9.1,D,0,6
30.3679,74.4951,336.5,1.0,1.0,5/27/2013,812,Aqua,MODIS,73,6.2,321.1,11.5,D,0,5
30.368,79.1287,315.9,3.8,1.8,5/1/2016,1611,Terra,MODIS,89,6.2,284.9,101.8,N,0,5
30.3681,75.8794,325.1,1.5,1.2,11/1/2014,754,Aqua,MODIS,78,6.2,302.6,26.1,D,0,11
