


latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
23.7903,86.2399,305.7,1.7,1.3,5/18/2010,1652,Terra,MODIS,64,6.2,291.5,9.2,N,2,5
23.8131,92.1276,338.8,1.0,1.0,4/11/2016,709,Aqua,MODIS,73,6.2,302.1,31.0,D,0,4
23.8133,93.0169,337.1,1.9,1.4,4/2/2014,733,Aqua,MODIS,86,6.2,302.8,80.6,D,0,4
23.8135,92.3671,324.3,1.4,1.2,3/15/2010,729,Aqua,MODIS,52,6.2,302.7,18.9,D,0,3
23.8148,82.7472,331.6,1.0,1.0,3/20/2010,747,Aqua,MODIS,69,6.2,319.3,9.6,D,0,3
23.8175,82.6908,309.2,1.2,1.1,3/29/2017,1633,Terra,MODIS,17,6.2,299.2,7.6,N,0,3
23.8185,82.693,307.9,1.0,1.0,4/10/2013,1640,Terra,MODIS,70,6.2,297.1,5.5,N,0,4
23.8187,92.2809,395.4,1.4,1.2,4/3/2018,656,Aqua,MODIS,100,6.2,306.2,349.9,D,0,4
23.8195,92.4235,343.0,1.3,1.1,3/15/2011,656,Aqua,MODIS,92,6.2,299.3,63.1,D,0,3
23.8201,82.04700000000003,326.2,1.0,1.0,4/9/2011,518,Terra,MODIS,53,6.2,308.2,9.6,D,0,4
23.8208,93.3227,305.8,1.5,1.2,3/18/2010,1544,Terra,MODIS,66,6.2,289.4,13.3,N,0,3
23.8253,80.0398,334.7,1.3,1.1,4/24/2009,538,Terra,MODIS,69,6.2,321.5,15.4,D,0,4
23.8258,77.6751,330.5,1.0,1.0,4/20/2019,537,Terra,MODIS,48,6.3,316.2,8.3,D,0,4
23.827,91.8126,348.6,1.9,1.3,4/1/2014,650,Aqua,MODIS,94,6.2,298.8,120.0,D,0,4
23.8333,92.164,333.9,2.9,1.6,4/11/2017,638,Aqua,MODIS,73,6.2,295.4,119.8,D,0,4
23.8342,81.9864,314.4,1.0,1.0,4/22/2015,2025,Aqua,MODIS,89,6.2,297.0,10.8,N,0,4
23.8392,92.3829,320.6,1.7,1.3,3/14/2013,733,Aqua,MODIS,49,6.2,300.6,21.4,D,0,3
23.8394,82.7602,340.9,1.4,1.2,4/20/2009,738,Aqua,MODIS,81,6.2,321.5,31.7,D,0,4
23.8396,82.6763,334.3,1.1,1.0,3/29/2018,507,Terra,MODIS,76,6.2,319.7,15.0,D,0,3
23.841,82.7773,339.4,1.2,1.1,3/29/2010,741,Aqua,MODIS,81,6.2,316.1,26.8,D,0,3
23.8423,92.5992,338.5,1.4,1.2,3/12/2009,731,Aqua,MODIS,89,6.2,302.3,54.3,D,0,3
23.8428,91.8431,317.9,1.2,1.1,3/25/2018,703,Aqua,MODIS,45,6.2,299.0,10.0,D,0,3
23.8596,82.742,314.7,1.3,1.1,3/22/2010,1658,Terra,MODIS,90,6.2,294.8,18.1,N,0,3
23.8631,92.5966,314.2,1.0,1.0,2/22/2009,430,Terra,MODIS,68,6.2,299.9,9.0,D,0,2
23.8664,92.9379,315.8,1.0,1.0,3/17/2016,715,Aqua,MODIS,62,6.2,299.2,8.7,D,0,3
23.8693,82.7854,331.9,1.0,1.0,3/26/2018,746,Aqua,MODIS,72,6.2,319.2,10.9,D,0,3
23.8715,82.7906,336.9,1.9,1.3,4/27/2010,537,Terra,MODIS,41,6.2,317.6,30.7,D,0,4
23.882,81.065,338.0,1.1,1.0,3/31/2018,804,Aqua,MODIS,78,6.2,321.4,17.8,D,0,3
23.8834,82.7387,323.3,1.0,1.0,3/1/2009,750,Aqua,MODIS,61,6.2,310.6,6.0,D,0,3
23.8837,93.2724,310.0,1.1,1.0,2/16/2011,715,Aqua,MODIS,29,6.2,294.3,8.7,D,0,2
23.884,91.7581,324.8,1.0,1.0,3/23/2018,715,Aqua,MODIS,76,6.2,303.2,13.6,D,0,3
23.8871,82.7264,332.5,1.4,1.2,3/22/2010,735,Aqua,MODIS,63,6.2,318.9,16.2,D,0,3
23.8886,85.0095,308.6,1.1,1.0,7/15/2019,2018,Aqua,MODIS,75,6.3,291.1,8.6,N,0,7
23.8892,91.7303,316.0,1.5,1.2,4/11/2015,657,Aqua,MODIS,63,6.2,297.6,12.7,D,0,4
23.8956,82.6587,332.3,1.2,1.1,3/28/2010,525,Terra,MODIS,74,6.2,315.6,15.6,D,0,3
23.8957,71.2077,355.1,1.1,1.0,12/24/2018,828,Aqua,MODIS,74,6.2,306.7,68.4,D,0,12
23.8975,92.9546,328.1,1.0,1.0,3/7/2018,715,Aqua,MODIS,0,6.2,293.5,22.5,D,0,3
23.8999,82.0517,330.0,1.4,1.2,4/20/2017,500,Terra,MODIS,49,6.2,315.0,17.2,D,0,4
23.9008,82.8135,332.7,1.7,1.3,3/19/2011,810,Aqua,MODIS,72,6.2,318.4,21.8,D,0,3
23.901,93.1162,343.4,2.5,1.5,3/10/2009,743,Aqua,MODIS,70,6.2,282.0,166.6,D,0,3
23.9018,92.5725,311.9,1.0,1.0,3/19/2009,1946,Aqua,MODIS,84,6.2,292.9,9.8,N,0,3
23.9032,91.8673,316.7,1.5,1.2,3/26/2015,656,Aqua,MODIS,65,6.2,300.3,11.4,D,0,3
23.9068,92.3072,333.6,1.1,1.1,3/24/2010,722,Aqua,MODIS,83,6.2,302.0,27.0,D,0,3
23.907,92.6815,361.0,1.1,1.0,3/8/2012,702,Aqua,MODIS,100,6.2,301.3,94.2,D,0,3
23.9099,92.3723,309.1,1.1,1.1,3/13/2009,1557,Terra,MODIS,76,6.2,292.5,9.1,N,0,3
23.9111,82.7331,327.5,2.3,1.5,3/24/2010,723,Aqua,MODIS,51,6.2,314.8,23.2,D,0,3
23.9114,82.8022,341.1,1.4,1.2,4/20/2009,738,Aqua,MODIS,81,6.2,322.7,29.8,D,0,4
23.9136,91.7325,321.5,1.2,1.1,3/26/2013,448,Terra,MODIS,72,6.2,302.4,14.0,D,0,3
23.9137,82.8156,337.3,1.4,1.2,4/20/2009,738,Aqua,MODIS,65,6.2,323.0,19.8,D,0,4
23.9137,82.6534,331.1,1.5,1.2,4/10/2018,532,Terra,MODIS,76,6.2,309.8,18.8,D,0,4
23.9138,71.2016,314.2,1.1,1.0,12/26/2013,829,Aqua,MODIS,55,6.2,300.4,5.5,D,0,12
23.9147,82.7837,333.9,1.6,1.3,4/1/2010,811,Aqua,MODIS,70,6.2,315.4,21.0,D,0,4
23.9164,91.7481,330.9,1.2,1.1,3/24/2012,702,Aqua,MODIS,81,6.2,306.6,24.9,D,0,3
23.9175,88.6446,317.5,1.0,1.0,3/28/2017,454,Terra,MODIS,59,6.2,300.1,6.6,D,0,3
23.9177,77.6719,345.2,1.3,1.1,4/30/2013,519,Terra,MODIS,86,6.2,323.0,31.0,D,0,4
23.9186,92.4359,350.4,1.4,1.2,3/13/2015,727,Aqua,MODIS,95,6.2,306.9,84.2,D,0,3
23.9205,92.1248,306.3,1.0,1.0,3/28/2012,1602,Terra,MODIS,67,6.2,294.9,5.8,N,0,3
23.9205,92.1171,378.0,2.5,1.5,3/28/2012,506,Terra,MODIS,100,6.2,301.0,506.0,D,0,3
23.9209,92.0822,340.9,1.1,1.0,3/30/2018,721,Aqua,MODIS,90,6.2,301.0,42.1,D,0,3
23.9212,82.7976,328.1,1.0,1.0,3/8/2009,756,Aqua,MODIS,60,6.2,314.9,7.7,D,0,3
