



latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
25.699,71.2851,316.7,3.0,1.7,8/9/2010,759,Aqua,MODIS,18,6.2,291.9,30.4,D,0,8
25.7151,70.8438,323.1,3.0,1.7,8/2/2014,638,Terra,MODIS,31,6.2,292.9,43.1,D,0,8
25.7158,90.3124,342.8,1.7,1.3,3/15/2011,657,Aqua,MODIS,91,6.2,303.6,85.5,D,0,3
25.7647,91.2731,311.0,1.9,1.4,3/16/2019,506,Terra,MODIS,55,6.3,296.9,14.8,D,0,3
25.7893,93.831,333.5,1.8,1.3,4/13/2009,732,Aqua,MODIS,84,6.2,302.8,53.2,D,0,4
25.8192,72.1829,325.6,2.4,1.5,6/28/2018,627,Terra,MODIS,22,6.2,294.5,44.8,D,0,6
25.8193,94.312,377.4,2.5,1.5,3/16/2016,459,Terra,MODIS,100,6.2,298.5,516.9,D,0,3
25.8213,91.3177,397.4,1.0,1.0,3/25/2015,441,Terra,MODIS,100,6.2,307.3,232.4,D,0,3
25.8517,91.8597,301.6,1.7,1.3,12/8/2012,733,Aqua,MODIS,18,6.2,289.8,6.9,D,0,12
25.874,78.344,310.6,1.3,1.1,11/14/2013,753,Aqua,MODIS,46,6.2,300.4,6.7,D,0,11
25.8946,90.8175,324.5,1.8,1.3,3/16/2017,739,Aqua,MODIS,78,6.2,300.9,36.7,D,0,3
25.9,72.134,329.8,1.0,1.0,10/17/2014,835,Aqua,MODIS,67,6.2,313.4,10.5,D,0,10
25.9207,78.1217,317.7,1.0,1.0,11/22/2014,811,Aqua,MODIS,50,6.2,302.4,8.0,D,0,11
25.9327,92.1806,302.7,1.6,1.2,11/24/2013,651,Aqua,MODIS,33,6.2,292.2,6.3,D,0,11
25.9465,80.725,316.1,1.0,1.0,11/11/2012,751,Aqua,MODIS,59,6.2,302.1,7.1,D,0,11
25.9823,94.9339,321.5,2.8,1.6,3/16/2010,459,Terra,MODIS,32,6.2,276.2,51.3,D,0,3
