
latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,months
19.334,80.8528,341.9,1.0,1.0,5/24/2011,756,Aqua,MODIS,86,6.2,311.4,20.4,D,0,5
19.3342,79.5526,330.6,1.1,1.1,3/5/2017,756,Aqua,MODIS,76,6.2,309.7,15.4,D,0,3
19.3396,79.6233,321.3,1.7,1.3,2/3/2011,744,Aqua,MODIS,63,6.2,309.5,17.1,D,0,2
19.3414,80.9721,333.0,2.3,1.5,5/16/2013,827,Aqua,MODIS,76,6.2,300.6,63.9,D,0,5
19.342,81.2104,335.9,1.8,1.3,4/2/2017,821,Aqua,MODIS,80,6.2,305.7,50.0,D,0,4
19.3444,74.4183,315.1,1.5,1.2,1/18/2014,526,Terra,MODIS,64,6.2,299.5,11.0,D,0,1
19.348,79.6995,333.3,1.2,1.1,4/6/2015,815,Aqua,MODIS,58,6.2,312.2,11.3,D,0,4
19.3481,81.066,321.1,1.0,1.0,5/3/2015,757,Aqua,MODIS,48,6.2,302.6,7.6,D,0,5
19.3487,73.4609,337.8,1.4,1.2,3/16/2019,815,Aqua,MODIS,79,6.3,319.0,27.0,D,0,3
19.3498,79.6616,335.4,1.2,1.1,4/11/2017,815,Aqua,MODIS,70,6.2,324.1,11.3,D,0,4
19.3522,83.3451,328.5,1.3,1.1,3/27/2015,738,Aqua,MODIS,47,6.2,303.2,20.7,D,0,3
19.3522,79.7057,330.4,1.8,1.3,4/4/2015,828,Aqua,MODIS,62,6.2,312.4,18.4,D,0,4
19.3532,83.0233,330.4,1.5,1.2,4/1/2010,810,Aqua,MODIS,51,6.2,313.3,14.3,D,0,4
19.3538,79.632,326.2,2.9,1.6,3/9/2011,732,Aqua,MODIS,66,6.2,304.2,44.4,D,0,3
19.3574,80.9246,336.0,1.4,1.2,4/5/2009,820,Aqua,MODIS,49,6.2,312.6,25.7,D,0,4
19.3587,79.6436,338.9,1.0,1.0,3/25/2019,809,Aqua,MODIS,81,6.3,314.5,19.6,D,0,3
19.3599,83.19200000000002,331.1,1.0,1.0,4/9/2009,755,Aqua,MODIS,45,6.2,308.0,15.6,D,0,4
19.3624,83.2435,329.4,2.0,1.4,3/31/2013,815,Aqua,MODIS,47,6.2,306.8,38.2,D,0,3
19.3627,81.2649,336.1,1.2,1.1,4/1/2016,809,Aqua,MODIS,77,6.2,309.6,27.5,D,0,4
19.3632,81.094,325.2,1.1,1.1,3/27/2016,751,Aqua,MODIS,62,6.2,305.4,14.1,D,0,3
19.3639,81.1241,322.3,1.8,1.3,5/12/2014,821,Aqua,MODIS,40,6.2,305.4,21.0,D,0,5
19.365,83.8932,323.4,1.2,1.1,3/23/2015,456,Terra,MODIS,53,6.2,307.9,10.3,D,0,3
19.3666,79.7217,328.6,1.0,1.0,3/22/2018,809,Aqua,MODIS,46,6.2,314.0,6.4,D,0,3
19.368,79.7314,330.1,1.0,1.0,3/22/2018,809,Aqua,MODIS,54,6.2,315.1,7.7,D,0,3
19.3686,79.7174,328.2,1.1,1.1,3/24/2018,757,Aqua,MODIS,43,6.2,315.1,8.9,D,0,3
19.3692,84.0114,331.2,1.1,1.1,4/3/2010,758,Aqua,MODIS,65,6.2,313.7,12.4,D,0,4
19.3713,79.7463,329.4,1.1,1.0,3/19/2012,514,Terra,MODIS,64,6.2,317.1,9.8,D,0,3
19.3772,79.6383,316.0,1.0,1.0,2/14/2012,526,Terra,MODIS,40,6.2,302.1,5.0,D,0,2
19.3786,80.0698,322.1,1.1,1.0,2/20/2012,756,Aqua,MODIS,56,6.2,310.3,5.8,D,0,2
19.3819,83.6407,329.9,1.1,1.0,3/24/2018,757,Aqua,MODIS,55,6.2,309.4,15.5,D,0,3
19.3833,81.0988,331.1,3.0,1.6,4/18/2019,551,Terra,MODIS,73,6.3,302.0,87.4,D,0,4
19.3847,84.0479,327.2,2.3,1.5,4/12/2011,720,Aqua,MODIS,65,6.2,301.8,52.8,D,0,4
19.3868,82.5063,324.9,1.7,1.3,3/21/2015,815,Aqua,MODIS,62,6.2,309.1,12.0,D,0,3
19.387,79.7563,330.4,1.0,1.0,3/21/2016,520,Terra,MODIS,70,6.2,317.4,8.5,D,0,3
19.3872,73.5389,341.4,1.0,1.0,3/17/2012,833,Aqua,MODIS,83,6.2,322.8,21.5,D,0,3
19.3904,79.669,328.9,1.8,1.3,3/30/2019,827,Aqua,MODIS,49,6.3,311.5,17.1,D,0,3
19.3929,79.1579,344.1,1.1,1.0,3/31/2013,815,Aqua,MODIS,85,6.2,318.3,29.3,D,0,3
19.393,79.9396,327.0,1.2,1.1,3/25/2018,533,Terra,MODIS,51,6.2,310.4,11.8,D,0,3
19.3935,80.8344,357.8,1.0,1.0,4/12/2019,757,Aqua,MODIS,98,6.3,312.6,64.0,D,0,4
19.3939,79.7089,328.4,1.0,1.0,3/21/2016,520,Terra,MODIS,64,6.2,314.4,7.6,D,0,3
19.3946,80.0827,353.3,1.9,1.4,3/27/2018,828,Aqua,MODIS,95,6.2,316.2,130.5,D,0,3
