0,1,2,3,4,5,6
1,303.1,316.8,58,D,8.4,2
2,298.1,327.4,61,D,42.9,3
3,293.8,307.2,52,N,7.7,3
4,305.3,318.1,65,D,8.6,2
5,299.7,310.5,20,D,11.2,1
6,294.3,311.2,47,D,6.0,12
